id,products,productsVariants,productsVariants,total,createdAt,scannedAt
2935,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-26 13:55:08.113702,"2023-12-26 15:57:45.936202,2023-12-26 15:57:53.447952,2023-12-26 15:52:04.305710,2023-12-26 15:51:57.732398"
2937,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Kinderen,Kinderen,Kinderen","144,144,149",13.50,2023-12-26 14:08:33.663180,"2023-12-26 15:28:28.560954,2023-12-26 15:28:19.644305,2023-12-26 15:23:19.905638"
2939,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen","143,143,143,143,144,144,148,148,149,149",42.00,2023-12-26 14:25:37.878965,"2023-12-26 18:44:05.612982,2023-12-26 18:44:42.603191,2023-12-26 18:44:42.618182,2023-12-26 18:44:30.835303,2023-12-26 18:43:59.611784,2023-12-26 18:32:07.250161,2023-12-26 18:32:02.248646,2023-12-26 18:31:57.712566,2023-12-26 18:31:53.838491"
2940,"Entree schaatsbaan,Entree schaatsbaan","Kinderen,Kinderen","144,144",9.00,2023-12-26 14:35:19.781500,NULL
2942,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","150,150,150,150,150",24.00,2023-12-26 14:45:25.431279,"2023-12-29 21:32:54.453938,2023-12-29 21:32:59.650037,2023-12-29 21:33:05.473064"
2943,"Entree schaatsbaan,Entree schaatsbaan,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen","143,143,150,150",28.00,2023-12-26 14:52:59.253398,"2023-12-26 21:25:54.534596,2023-12-26 23:51:20.689618,2023-12-26 23:51:27.299936"
2944,"Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen","148,148,143,143",24.00,2023-12-26 14:53:55.159382,"2023-12-26 20:08:01.743461,2023-12-26 20:07:57.542132,2023-12-26 20:13:41.409379,2023-12-26 20:13:34.562846"
2945,"Entree schaatsbaan,Entree schaatsbaan,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen","143,143,150,150",28.00,2023-12-26 15:06:33.542467,"2023-12-30 00:50:37.106485,2023-12-30 00:50:44.824466,2023-12-30 00:22:58.459558,2023-12-30 00:23:06.928030"
2947,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,148,148,148",36.00,2023-12-26 15:26:50.121989,"2023-12-27 20:57:46.830048,2023-12-27 20:58:19.692706,2023-12-27 20:51:37.520186"
2948,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen","143,143,143,143,143,143,144,144,148,148,149,149",42.00,2023-12-26 15:27:48.413557,"2023-12-26 15:47:17.616904,2023-12-26 15:47:50.648708,2023-12-26 15:47:50.659952,2023-12-26 15:54:48.801000,2023-12-26 15:54:48.825496,2023-12-26 15:47:40.389135,2023-12-26 15:47:34.468742,2023-12-26 15:38:10.206563,2023-12-26 15:37:55.898026,2023-12-26 15:36:50.569097,2023-12-26 15:36:43.763893"
2949,"Entree schaatsbaan,Schaatsverhuur,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen","143,148,150,150,161",50.00,2023-12-26 15:36:37.097780,"2023-12-26 15:48:51.145949,2023-12-26 16:53:52.841604,2023-12-26 16:54:09.188549,2023-12-26 16:54:04.659397"
2950,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Volwassen,Kinderen","143,144,148,149",21.00,2023-12-26 15:41:31.936868,"2023-12-26 18:24:18.481386,2023-12-26 18:24:09.306148,2023-12-26 18:15:13.555010,2023-12-26 18:15:09.937228"
2952,"Reuzenrad ,Reuzenrad ","Kinderen,Kinderen","161,161",92.00,2023-12-26 15:55:52.605151,"2023-12-28 21:01:12.189979,2023-12-28 21:01:06.792573"
2953,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Carrousel","Volwassen,Volwassen,Kinderen,Kinderen","150,150,161,153",20.62,2023-12-26 15:59:39.402794,"2023-12-26 21:54:30.739261,2023-12-26 21:54:39.588666,2023-12-26 22:33:19.433405"
2956,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen","143,143,143,143,143,143,144,144,144,144,144,144,148,148,149,149",42.00,2023-12-26 16:15:35.870301,"2023-12-26 21:31:38.222062,2023-12-26 21:41:43.737903,2023-12-26 21:41:43.759568,2023-12-26 21:31:44.511609,2023-12-26 21:42:18.435710,2023-12-26 21:42:18.445010,2023-12-26 21:31:48.256594,2023-12-26 21:42:03.239943,2023-12-26 21:42:03.251267,2023-12-26 21:31:32.843783,2023-12-26 21:41:50.830647,2023-12-26 21:41:50.852402,2023-12-26 21:31:54.726836,2023-12-26 21:31:41.527826"
2957,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Kinderen,Kinderen","143,143,143,143,144,144,144,144,148,149,149",36.00,2023-12-26 16:22:39.059596,"2023-12-26 16:40:20.410114,2023-12-26 16:41:01.029707,2023-12-26 17:32:33.827045,2023-12-26 17:32:33.835678,2023-12-26 16:40:55.041410,2023-12-26 16:40:30.875606,2023-12-26 16:40:45.919251,2023-12-26 16:40:45.932370,2023-12-26 16:30:55.812975,2023-12-26 16:31:02.557069,2023-12-26 16:30:49.028548"
2958,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen","144,144,149,149",18.00,2023-12-26 16:36:50.576241,"2023-12-26 17:48:23.776222,2023-12-26 17:48:14.768569,2023-12-26 17:39:43.706773,2023-12-26 17:39:35.070622"
2960,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","150,150,161,161,161",24.00,2023-12-26 16:38:07.060671,"2023-12-26 22:10:14.000503,2023-12-26 22:10:22.037761,2023-12-26 22:09:56.889101,2023-12-26 22:10:05.328442"
2962,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143,148,148,148,148",48.00,2023-12-26 16:43:23.346627,"2023-12-29 22:57:21.556031,2023-12-29 22:57:09.279892,2023-12-29 22:57:04.753177,2023-12-29 22:57:13.766216,2023-12-29 22:51:03.722298,2023-12-29 22:50:58.925015,2023-12-29 22:50:52.653742,2023-12-29 22:51:09.572597"
2964,Entree schaatsbaan,Kinderen,144,4.50,2023-12-26 16:59:33.953724,2023-12-26 17:18:43.931950
2965,Schaatsverhuur,Kinderen,149,4.50,2023-12-26 17:02:18.530648,2023-12-26 17:13:00.533118
2967,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Volwassen,Volwassen,Kinderen","150,150,150,161,161,143,143,143,143,144,148,148,149",54.75,2023-12-26 17:05:33.117309,"2023-12-26 18:33:53.496941,2023-12-26 18:33:47.106483,2023-12-26 18:33:26.128000,2023-12-26 18:33:19.396390,2023-12-26 18:33:32.284020,2023-12-26 19:50:36.943829,2023-12-26 19:50:45.401927,2023-12-26 19:50:45.411803,2023-12-26 19:50:26.605547,2023-12-26 19:43:20.966489,2023-12-26 19:43:01.791761,2023-12-26 19:42:52.294195"
2968,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Kinderen","150,150,150,161",24.00,2023-12-26 17:15:16.634434,"2023-12-26 19:54:35.501282,2023-12-26 19:54:39.939426,2023-12-26 19:54:30.508037,2023-12-26 19:54:46.399809"
2970,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","143,143,143,144,144,144",10.50,2023-12-26 17:24:37.396708,"2023-12-26 17:26:30.773567,2023-12-26 17:43:04.270607,2023-12-26 17:43:04.286619,2023-12-26 17:26:11.511549,2023-12-26 17:42:56.496678,2023-12-26 17:42:56.506225"
2971,"Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen,Kinderen,Kinderen,Volwassen,Kinderen,Kinderen,Kinderen","148,149,149,149,143,144,144,144",39.00,2023-12-26 17:25:04.464650,"2023-12-26 17:34:23.366006,2023-12-26 17:34:17.325652,2023-12-26 17:34:10.000561,2023-12-26 17:28:49.080927,2023-12-26 17:42:03.350372,2023-12-26 17:42:14.863083,2023-12-26 17:42:22.886560,2023-12-26 17:42:31.819081"
2972,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Kinderen,Kinderen,Kinderen","144,144,144",4.50,2023-12-26 17:32:01.201408,"2023-12-26 17:39:08.785107,2023-12-26 17:42:39.916760,2023-12-26 17:42:39.932127"
2973,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-26 17:51:35.204195,"2023-12-27 20:39:11.449591,2023-12-27 20:39:21.092349,2023-12-27 20:33:34.723428,2023-12-27 20:33:38.431072"
2974,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-26 17:54:30.963158,"2023-12-29 19:22:48.944199,2023-12-29 19:22:41.116007,2023-12-29 19:16:05.155938,2023-12-29 19:16:10.164968"
2975,"Entree schaatsbaan,Entree schaatsbaan","Kinderen,Kinderen","144,144",9.00,2023-12-26 17:59:38.295451,"2023-12-26 18:02:56.759822,2023-12-26 18:02:34.555109"
2976,"Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen,Volwassen,Kinderen","148,149,143,144",21.00,2023-12-26 18:05:09.977311,"2023-12-26 18:41:01.738935,2023-12-26 18:41:27.997073,2023-12-26 18:52:13.130610,2023-12-26 18:52:25.432397"
2977,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","144,144,144,144,144,144,149,149",18.00,2023-12-26 18:16:48.923345,"2023-12-26 18:21:02.582226,2023-12-26 18:26:43.328665,2023-12-26 18:26:43.341067,2023-12-26 18:21:16.963924,2023-12-26 18:26:37.249216,2023-12-26 18:26:37.259576,2023-12-26 18:21:06.585194,2023-12-26 18:21:10.903026"
2979,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Reuzenrad ,Reuzenrad ,Reuzenrad ,Carrousel,Carrousel","Volwassen,Kinderen,Kinderen,Volwassen,Kinderen,Kinderen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen","143,144,144,148,149,149,150,161,161,153,153",45.75,2023-12-26 18:18:34.960424,"2023-12-26 18:58:43.669888,2023-12-26 18:58:52.932625,2023-12-26 18:59:01.424051,2023-12-26 18:50:12.616126,2023-12-26 18:50:20.373971,2023-12-26 18:50:00.484663,2023-12-26 19:41:02.761883,2023-12-26 19:41:21.733225,2023-12-26 19:41:13.071143,2023-12-26 18:38:31.736506,2023-12-26 18:38:12.678892"
2980,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","150,150,150,150,150",40.00,2023-12-26 18:19:28.670287,"2023-12-26 18:48:35.634747,2023-12-26 18:48:19.973187,2023-12-26 18:48:29.162567,2023-12-26 18:48:42.353531,2023-12-26 18:48:24.637354"
2981,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,148",12.00,2023-12-26 18:25:54.579556,"2023-12-27 15:31:43.928733,2023-12-27 16:34:09.810185,2023-12-27 16:34:09.822461,2023-12-27 15:27:34.669712"
2982,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,148",12.00,2023-12-26 18:27:08.004109,"2023-12-27 15:31:48.658621,2023-12-27 16:34:01.847354,2023-12-27 16:34:01.869457,2023-12-27 15:27:50.321233"
2983,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",66.00,2023-12-26 18:30:03.212164,"2023-12-27 21:37:17.971624,2023-12-27 21:37:41.921579"
2985,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-26 18:36:20.643421,"2023-12-26 18:40:41.812587,2023-12-26 18:40:37.553917"
2987,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Kinderen,Kinderen","143,143,144,144",21.00,2023-12-26 18:42:21.830410,"2023-12-26 18:57:34.548585,2023-12-26 18:57:23.500702,2023-12-26 18:57:15.420786,2023-12-26 18:57:29.258449"
2988,Carrousel,Kinderen,153,3.50,2023-12-26 18:51:10.797673,2023-12-27 20:05:48.434646
2989,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Carrousel,Carrousel,Carrousel,Carrousel","Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","150,150,161,161,161,161,161,161,161,161,143,143,144,144,148,148,149,149,153,153,153,153",88.00,2023-12-26 18:51:58.407369,"2023-12-29 17:26:21.115496,2023-12-29 17:26:27.728124,2023-12-29 17:26:35.145409,2023-12-29 17:26:39.362992,2023-12-31 16:18:58.291236,2023-12-31 16:19:05.303872,2023-12-31 16:19:10.822533,2023-12-31 16:19:17.682123,2023-12-29 17:51:58.344985,2023-12-29 17:52:13.075920,2023-12-29 17:52:47.051263"
2990,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","143,143,143,143,143,144,144,144,148,148,148,149,149,149",47.25,2023-12-26 18:52:20.338197,"2023-12-27 14:05:34.768630,2023-12-27 14:05:25.179855,2023-12-27 13:58:07.261361,2023-12-27 14:05:12.119297,2023-12-27 14:05:12.135079,2023-12-27 14:05:56.823567,2023-12-27 14:06:11.442895,2023-12-27 13:59:10.752227,2023-12-27 13:58:38.752164,2023-12-27 13:59:59.139582,2023-12-27 13:58:53.060558"
2991,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen","143,143,144,144,148,148,149,149",42.00,2023-12-26 18:55:59.198846,"2023-12-26 19:23:16.229229,2023-12-26 19:23:02.832320,2023-12-26 19:22:49.520190,2023-12-26 19:22:26.580523,2023-12-26 19:10:53.178848,2023-12-26 19:10:26.592060,2023-12-26 19:10:06.230083,2023-12-26 19:09:43.767311"
2992,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen","143,143,144,144,148,148,149,149,150,150,161,161,161",74.00,2023-12-26 18:56:16.217773,"2023-12-26 19:17:54.834714,2023-12-26 19:18:02.197056,2023-12-26 19:17:46.844848,2023-12-26 19:00:24.510708,2023-12-26 19:00:07.749873,2023-12-26 19:00:13.326824,2023-12-26 20:29:19.614680,2023-12-26 20:29:10.471285,2023-12-26 20:29:02.783230,2023-12-26 20:29:24.670629"
2993,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen","143,143,143,143",24.00,2023-12-26 18:58:11.188250,"2023-12-26 19:31:48.610760,2023-12-26 19:31:14.971811,2023-12-26 19:31:55.523930,2023-12-26 19:31:42.785198"
2994,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Kinderen,Volwassen,Kinderen","143,144,148,149",21.00,2023-12-26 19:00:35.723119,"2023-12-26 19:13:12.450337,2023-12-26 19:13:06.469634,2023-12-26 19:07:14.394888,2023-12-26 19:07:18.105535"
2995,"Reuzenrad ",Volwassen,150,6.00,2023-12-26 19:10:46.567339,2023-12-26 19:13:15.599315
2996,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen","144,144,149,149",18.00,2023-12-26 19:16:55.449332,"2023-12-26 19:32:00.945152,2023-12-26 19:32:10.366208,2023-12-26 19:28:48.476750,2023-12-26 19:28:42.295807"
2998,"Reuzenrad ,Reuzenrad ","Volwassen,Volwassen","150,150",16.00,2023-12-26 19:33:23.038611,"2023-12-28 14:51:29.032592,2023-12-28 14:51:20.517223"
3001,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen","150,150,150",16.00,2023-12-26 20:19:11.580804,"2023-12-27 01:06:02.246305,2023-12-27 01:06:08.664046"
3003,"Entree schaatsbaan,Schaatsverhuur","Volwassen,Volwassen","143,148",12.00,2023-12-26 20:27:17.132310,"2023-12-26 22:55:05.965869,2023-12-26 22:48:11.717838"
3004,"Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen","143,143,148,148",24.00,2023-12-26 20:27:31.226541,"2023-12-26 22:55:17.519924,2023-12-26 22:48:05.334641,2023-12-26 22:48:15.829145"
3005,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Reuzenrad ,Reuzenrad ,Carrousel","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Volwassen,Kinderen,Volwassen,Kinderen,Kinderen","143,143,143,143,143,143,143,144,148,149,150,161,153",40.50,2023-12-26 20:28:51.283258,"2023-12-26 22:02:47.054087,2023-12-26 22:17:22.228874,2023-12-26 22:17:22.253342,2023-12-26 22:17:29.594606,2023-12-26 22:17:29.614520,2023-12-26 22:18:31.952938,2023-12-26 22:18:31.966210,2023-12-26 22:06:08.068015,2023-12-26 22:03:06.535815,2023-12-27 00:01:19.022345,2023-12-27 00:01:32.877557,2023-12-26 23:34:05.695492"
3006,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Volwassen,Volwassen,Kinderen,Kinderen","143,143,143,143,143,143,144,144,144,144,144,144,148,148,149,149",42.00,2023-12-26 20:38:47.607548,"2023-12-26 21:29:17.403479,2023-12-26 21:38:07.837388,2023-12-26 21:38:07.849992,2023-12-26 21:29:24.869936,2023-12-26 21:38:14.271926,2023-12-26 21:38:14.285468,2023-12-26 21:29:03.623217,2023-12-26 21:38:00.265871,2023-12-26 21:38:00.285364,2023-12-26 21:29:28.610380,2023-12-26 21:38:31.624270,2023-12-26 21:38:31.642269,2023-12-26 21:28:46.661977,2023-12-26 21:29:10.501065,2023-12-26 21:29:21.514393,2023-12-26 21:29:31.878565"
3007,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","150,150,161,161,161,161,161,161,161,161,161,161,161",54.40,2023-12-26 20:48:09.684228,"2023-12-26 20:52:57.645206,2023-12-26 20:53:08.249159,2023-12-26 20:53:20.655821,2023-12-26 20:53:24.775999,2023-12-26 20:53:29.412196,2023-12-26 20:53:53.022942,2023-12-26 20:57:00.715435,2023-12-26 20:51:38.344910,2023-12-26 20:52:43.940195,2023-12-26 20:51:28.029585"
3008,"Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen","148,143,143,143",12.00,2023-12-26 21:02:20.788105,"2023-12-26 23:34:57.384672,2023-12-26 22:55:00.085384,2023-12-26 23:38:03.545650,2023-12-26 23:38:03.557936"
3010,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","143,144,144,144,144,144,144,144,144",15.00,2023-12-26 21:09:33.627363,"2023-12-26 22:54:55.342476,2023-12-26 22:55:08.355263,2023-12-26 22:59:57.762683,2023-12-26 22:59:57.777950,2023-12-26 23:00:16.723154,2023-12-26 23:00:16.738212,2023-12-26 22:55:03.066507,2023-12-26 23:00:09.411719,2023-12-26 23:00:09.435393"
3011,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","150,150,150,150,148,148,148,148,143,143,143,143",80.00,2023-12-26 21:16:43.420892,"2023-12-30 22:56:18.462671,2023-12-30 22:56:06.088321,2023-12-30 22:57:05.277454,2023-12-30 22:58:04.688006,2023-12-30 21:12:42.305144,2023-12-30 21:12:34.496519,2023-12-30 21:13:00.802815,2023-12-30 21:12:51.574073,2023-12-30 21:22:04.353925,2023-12-30 21:21:18.643788,2023-12-30 21:20:54.301452,2023-12-30 21:22:44.773686"
3012,"Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur","Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen,Kinderen","144,144,144,144,144,144,149,149",18.00,2023-12-26 21:22:37.451874,"2023-12-26 21:55:48.101148,2023-12-26 22:07:34.809999,2023-12-26 22:07:34.819818,2023-12-26 23:14:30.615669,2023-12-26 23:14:30.628931,2023-12-26 22:07:24.211913,2023-12-26 21:55:59.282825"
3013,"Reuzenrad ,Reuzenrad ,Reuzenrad ","Volwassen,Volwassen,Volwassen","150,150,150",24.00,2023-12-26 21:41:21.988248,"2023-12-26 22:03:32.185881,2023-12-26 22:03:22.489294,2023-12-26 22:03:12.999650"
3014,"Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Reuzenrad ,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Entree schaatsbaan,Schaatsverhuur,Schaatsverhuur,Schaatsverhuur","Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Kinderen,Kinderen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen,Volwassen","150,150,150,150,150,150,161,161,143,143,143,143,143,143,143,143,143,143,143,148,148,148",104.00,2023-12-26 21:49:10.605059,"2023-12-27 02:19:48.062452,2023-12-27 02:19:55.987327,2023-12-27 02:20:02.072687,2023-12-27 02:20:07.545679,2023-12-27 02:18:14.344149,2023-12-26 22:56:06.038271,2023-12-26 23:09:30.827842,2023-12-26 23:09:30.848128,2023-12-27 00:17:35.861858,2023-12-27 00:17:35.876459,2023-12-27 00:54:30.297726,2023-12-27 00:54:30.310923,2023-12-27 00:54:36.907083,2023-12-27 00:54:36.925289,2023-12-26 22:56:09.109130,2023-12-26 22:56:27.913338"
